Concesionario,Direccion,Responsable,Celular,Distrito,DiaVisita,Promotor,Cono
BOTICA SR. HUANCA - CS,AV. LIMA N∫ 1795 JOS… GLAVEZ ,,,VILLA MARIA DEL TRIUNFO,JU,9,16
CAHERSAC - VMT,AV GENERAL VIDAL 563 - VMT TABLADA,,,VILLA MARIA DEL TRIUNFO,JU,9,16
CASA DE CAMBIO CASH DOLLAR-V.M.T,AV. LIMA 869 PARAD.4 1/2 C/ AV. JOSE GAL,,,VILLA MARIA DEL TRIUNFO,JU,9,16
INVERSIONES R. ARROYO SAC 1095 - LURIN,AV. LIMA 1095,,,VILLA MARIA DEL TRIUNFO,JU,9,16
LAVADO DE AUTOS N.M.R. - VMT,AV. 26 DE NOVIEMBRE N∫ 601  NUEVA ESPERANZA ,,,VILLA MARIA DEL TRIUNFO,JU,9,16
LIBRERIA AFRODITA-V.M.T,AV. LIMA 902 JOSE GALVEZ (PARADERO 5 AV.,,,VILLA MARIA DEL TRIUNFO,JU,9,16
LIBRERÕA BAZAR NINA - V.M.T,"AV. 27 DE DICIEMBRE 1405 MZ 105, LT.7A T",,,VILLA MARIA DEL TRIUNFO,JU,9,16
LIBRERIA CORDOVA-VMT,AV.JOSE GALVEZ 1467 ATOCONGO(REF. GRIFO ,,,VILLA MARIA DEL TRIUNFO,JU,9,16
LIMA CAR BREVETES - LURIN,"AV. LIMA MZ.A, LT20 VILLA ALEJANDRO ",,,VILLA MARIA DEL TRIUNFO,JU,9,16
LUBRICANTES JIMY 2 - VMT,AV. 26 DE NOVIEMBRE 580 - NUEVA ESPERANZA - VMT REF: PARADERO 3,,,VILLA MARIA DEL TRIUNFO,JU,9,16
LUBRICANTES MALDONADO - V.M.T,"AV. PACHACUTEC MZ B, LT5 AA.HH PUYUSCA 7",,,VILLA MARIA DEL TRIUNFO,JU,9,16
LUBRICENTRO ARCANGEL - VMT,AV. 27 DE DICIEMBRE MZ. 95 LT. 4 CMTE. 16 TABLADA DE LURIN ,,,VILLA MARIA DEL TRIUNFO,JU,9,16
LUBRICENTRO LEO - VMT - CS,AV. UNI”N N∫ 564 TABLADA ZONA A.,,,VILLA MARIA DEL TRIUNFO,JU,9,16
MULTESERVICIOS JG-VMT,AV. 26 DE NOVIEMBRE 1225,,,VILLA MARIA DEL TRIUNFO,JU,9,16
MULTISERVICIOS FELIX - CS,MZ A LT 1 A.H GRECO KELLY TABLADA ZONA A ,,,VILLA MARIA DEL TRIUNFO,JU,9,16
PETRO CANO V.M.T,AV. LIMA S/N MZ.A LT.11 SAN CAMILO (CURV,,,VILLA MARIA DEL TRIUNFO,JU,9,16
RADIADORES LUBRICENTRO KIARA - CS,AV. 26 DE NOVIEMBRE 561,,,VILLA MARIA DEL TRIUNFO,JU,9,16
REPUESTOS ADOLFITO - VMT,AV. PACHACUTEC CMTE. VECINAL SIMON BOLIV,,,VILLA MARIA DEL TRIUNFO,JU,9,16
REPUESTOS PUQUIO QUERIDO -VMT,PROLONGACION PACHACUTEC CDRA. 45 PARADERO 8 CESAR VALLEJO ,,,VILLA MARIA DEL TRIUNFO,JU,9,16
SERVICIOS ELECTRICOS CUBA - VMT,Av. 26 de Noviembre 1983 ,,,VILLA MARIA DEL TRIUNFO,JU,9,16
ACCESORIOS ANTEZANA - V.E.S,"AV. SEPARADORA INDUSTRIAL MZH, LT27 PACH",,,VILLA EL SALVADOR,VI,9,16
ALINEAMIENTO CACHETE - CS,"BARRIO3, URB. PACHACAMAC",,,VILLA EL SALVADOR,VI,9,16
BODEGA ARIAS,AV JUAN VELASCO MZ F LT 18 SECTOR 2 GP 8,,,VILLA EL SALVADOR,VI,9,16
BOTICA DORIFARMA V.E.S - CS,AV. 1 DE MAYO SEC. 1 GRUPO 7 MZ F Lt. 17,,,VILLA EL SALVADOR,VI,9,16
BOTICA FARMA ORION V.E.S,"AV. MARIATEGUI SECT.7,GR.1,TDA.15",,,VILLA EL SALVADOR,VI,9,16
DAYLIN MOTORS SAC,AV JUAN VELASCO ALVARADO 1080 - VES,,,VILLA EL SALVADOR,VI,9,16
EMPRESA EL TECOT SAC,AV. UNIVERSITARIA MZ A LT 10 c/ REVOLUCI,,,VILLA EL SALVADOR,VI,9,16
EXTINTORES PRINCE II V.E.S,"AV. SEPARADORA INDUSTRIAL,R-29",,,VILLA EL SALVADOR,VI,9,16
FACTORIA LAAR - V.E.S,"AV. PASTOR SEVILLA GR.2, LT15 AA.HH EDIL",,,VILLA EL SALVADOR,VI,9,16
FARMA CENTRO SAMM'S SAC - CS,"SECT.1 GPO,7 MZ.B LT,13",,,VILLA EL SALVADOR,VI,9,16
FIBRA DE VIDRIO R-29 V.E.S - CS,AV. SEPARADORA ,,,VILLA EL SALVADOR,VI,9,16
FIBRA DE VIDRIO V.E.S,"AV. SEPARADORA IND. MZ.M1, LT.50 URB.PAC",,,VILLA EL SALVADOR,VI,9,16
FOTO IDEAL Y SERVICIOS VARIOS - CS,"SECT.1, GR.1, MZ.E, LT.10 ",,,VILLA EL SALVADOR,VI,9,16
GRUPO AUTOMOTRIZ DEL PERU VES,AV. MATEO PUMACAHUA MZ.H LT.2,,,VILLA EL SALVADOR,VI,9,16
ESCUELA DE CHOFERES 16 CAR¥S,"AV. REVOLUCION S/N SECT. 3, GR. 7, MZ M.",,,VILLA EL SALVADOR,VI,9,16
L & B DISTRIBUIDORA EL TRIUNFO EIRL-V.E.,"AV. REVOLUCION MZ.A, LT26 PACHACAMAC",,,VILLA EL SALVADOR,VI,9,16
LIBRERIA BAZAR MAFER-V.E.S,"AV. REVOLUCION SECT.2,GR.7, MZ.O, LT.21",,,VILLA EL SALVADOR,VI,9,16
LUBRICANTES NICO CAR-V.E.S,AV. MARIATEGUI/ MARIA E. MOYANO,,,VILLA EL SALVADOR,VI,9,16
LUBRICANTES SAN ISIDRO II - CS,AV. SEPARADORA INDUSTRIAL MZ.M LT.36,,,VILLA EL SALVADOR,VI,9,16
LUBRICENTRO EL SOL V.E.S - CS,"AV. EL SOL SECT.2, GR.2, MZ.N LT.19",,,VILLA EL SALVADOR,VI,9,16
LUBRICENTRO FRANK - CS,"AV. REVOLUCION MZ.Q, LT.37, 4TA. ETAPA",,,VILLA EL SALVADOR,VI,9,16
LUBRICENTRO GAMBOA,"AV. REVOLUCION S/N MZ.L LT.8 BARRIO 3, S",,,VILLA EL SALVADOR,VI,9,16
MATIZADOS ARIES V.E.S - CS,AV. PACHACUTEC MZ.12 LT.7,,,VILLA EL SALVADOR,VI,9,16
MOTOTECNICA LA FLORIDA ,AV. SEPARADORA INDUSTRIAL MZ.N LT. 48,,,VILLA EL SALVADOR,VI,9,16
NAVIRSA S.A.C - V.E.S,"SECT.1, GR.5, MZ.H, LT.17 Villa El Salva",,,VILLA EL SALVADOR,VI,9,16
NOVAFARMA ZAVALLOS V.E.S - CS,"AV. 1∞ DE MAYO SECT.1,GR.3,MZ.A LT.8",,,VILLA EL SALVADOR,VI,9,16
PLANCHADO Y PINTURA QUINTO - CS,"AV MARIA ELENA MOYANO SEC7,GR.3A, MZ P",,,VILLA EL SALVADOR,VI,9,16
REPUESTOS AUTOMOTRIZ EL 16 - V.E.S,"PARCELA 1, MZ.12, LT.A PARQUE INDUSTRIAL",,,VILLA EL SALVADOR,VI,9,16
REPUESTOS AUTOMOTRIZ FREDDY-V.E.S,"AV. PACHACUTEC MZ.12, LT.3 (CDRA. 45)",,,VILLA EL SALVADOR,VI,9,16
REPUESTOS BENZOR - V.E.S,"AV. PACHACUTEC CUADRA 46, MZ12, LT07 V.E",,,VILLA EL SALVADOR,VI,9,16
REPUESTOS Y SERVICIOS CABRERA-V.E.S,AV. PACAHCUTEC CDRA.50,,,VILLA EL SALVADOR,VI,9,16
RUFIGAS V.E.S - CS,Calle Las Matrices Mz. A Lt. 3A -V.E.S,,,VILLA EL SALVADOR,VI,9,16
SERV. ELECT. AUT. PINTADO V.E.S,"SECT.9,GR.4,MZ.F,LT4 OASIS VILLA",,,VILLA EL SALVADOR,VI,9,16
SERV. ELECTRICO VOLCANICO V.E.S - CS,"AV. 1∞ DE MAYO SECT.1,GR.2,MZ.A LT.17",,,VILLA EL SALVADOR,VI,9,16
SERVICIO ELECTRICO CASTILLO,AV REVOLUCION MZ P LT 13 PACHACAMAC - VE,,,VILLA EL SALVADOR,VI,9,16
SERVICIOS ELECTRICOS OSCAR,"AV. UNIVERSITARIA MZ.L, LT13BARRIO1 SECT",,,VILLA EL SALVADOR,VI,9,16
TORNOS Y REPUESTOS MIGUEL V.E.S,"SECT.2, BARRIO2.4TA. ETAPA URB. PACHACAM",,,VILLA EL SALVADOR,VI,9,16
VIDRERIA VILLENA-V.E.S,"AV. REVOLUCI”N MZ.B, LT.14",,,VILLA EL SALVADOR,VI,9,16
ET SERVIMULTIPLE SAN PEDRO LURIN,JR  ASTUPARIA MZ 25 LT 18 NUEVO LURIN,,,LURIN,SA,9,16
INVERSIONES R. ARROYO SAC KM.34 - LURIN,"AV. 27 DE OCTUBRE MZ.B, LT.C, URB. LAS V",,,LURIN,SA,9,16
INVERSIONES R. ARROYO SAC KM.36 - LURIN,"AV. 27 DE OCTUBRE MZ.B, LT.C, URB. LAS V",,,LURIN,SA,9,16
LIBRERIA MELGAR-LURIN,"AV. ANTIGUA PAN. 16KM. 36.5 MZ.E, LT.1",,,LURIN,SA,9,16
MULTISERVICIOS LURIN - CS,ANTIGUA PANAMERICANA 16 KM. 36.5 ,,,LURIN,SA,9,16
REPUESTOS ARROLLO-LURIN,ANT. PANAMERICANA 16 KM.32,,,LURIN,SA,9,16
TMR CONVERSIONES A GAS (LURIN),KM.333.5 PAN. 16 PARCELA 10391 EX FUNDO,,,LURIN,SA,9,16
MANGUERAS ALFA - LURIN,ANTIGIA PANAMERICA 16 KM. 36.6,,,LURIN,SA,9,16
CASA DE CAMBIO TIO RICO V.E.S,"AV. REVOLUCION SECT.2,GR.15,MZ.O, LT.5",,,VILLA EL SALVADOR,SA,9,16
